Name,affiliation,homepage,scholar-id,citations,h-index
Wajdi Al Jedaibi,King Abdulaziz University,http://waljedaibi.kau.edu.sa/Default.aspx?Site_ID=0005903&lng=EN,,,
Sahar S. Shabanah,King Abdulaziz University,http://sshabana.kau.edu.sa/Default.aspx?Site_ID=0003166&lng=EN,,,
Hana Abdullah Al-Nuaim,King Abdulaziz University,http://hnuaim.kau.edu.sa/Default.aspx?Site_ID=0002344&lng=EN,,,
Emad Sami Jaha,King Abdulaziz University,http://ejaha.kau.edu.sa/CVEn.aspx?Site_ID=0009137&Lng=EN,,,
Nadine Akkari,King Abdulaziz University,https://www.intechopen.com/profiles/122512/Nadine%20Akkari-Adra,GOL8WHoAAAAJ,1240.0,16.0
Wafaa El-Haweet,King Abdulaziz University,http://www.kau.edu.sa/Content.aspx?Site_ID=61117&lng=EN&cid=60829,,,
Michael W. Spratling,King's College London,https://www.kcl.ac.uk/people/michael-spratling,A2tJIE4AAAAJ,4219.0,24.0
Helen Yannakoudakis,King's College London,https://www.kcl.ac.uk/people/helen-yannakoudakis,B3WGvRsAAAAJ,1709.0,18.0
Jeffery Raphael,King's College London,https://www.kcl.ac.uk/people/jeffery-raphael,xaZeEVsAAAAJ,37.0,3.0
Laurence Robert Tratt,King's College London,https://www.kcl.ac.uk/people/laurence-tratt,_iWWkmIAAAAJ,2061.0,22.0
Maria Polukarov,King's College London,https://www.kcl.ac.uk/people/maria-polukarov,nL-zXO4AAAAJ,1249.0,19.0
Kevin Lano,King's College London,https://www.kcl.ac.uk/people/kevin-lano,JL7C3nMAAAAJ,4972.0,36.0
Carmine Ventre,King's College London,https://www.kcl.ac.uk/people/carmine-ventre,kx8cKycAAAAJ,836.0,19.0
Steffen Zschaler,King's College London,https://www.kcl.ac.uk/people/steffen-zschaler,MwQDdX4AAAAJ,2114.0,23.0
Katie Bentley,King's College London,https://www.kcl.ac.uk/people/katie-bentley,vCDdIT4AAAAJ,3552.0,22.0
Amanda Jane Coles,King's College London,https://www.kcl.ac.uk/people/amanda-coles,EArg5moAAAAJ,1812.0,21.0
Jeroen Keppens,King's College London,https://www.kcl.ac.uk/people/jeroen-keppens,6uEtmfoAAAAJ,949.0,17.0
Simon Parsons,King's College London,https://www.kcl.ac.uk/people/professor-simon-parsons,L9z6PakAAAAJ,16889.0,60.0
Grigorios Loukides,King's College London,https://www.kcl.ac.uk/people/grigorios-loukides,OtmncdQAAAAJ,1908.0,26.0
Bart de Keijzer,King's College London,https://www.kcl.ac.uk/people/bart-de-keijzer,JnVqd-oAAAAJ,836.0,15.0
Andrew Coles,King's College London,https://www.kcl.ac.uk/people/andrew-coles,EMiUE40AAAAJ,2031.0,22.0
Odinaldo Rodrigues,King's College London,https://www.kcl.ac.uk/people/odinaldo-rodrigues,oWihRAoAAAAJ,550.0,14.0
Peter John McBurney,King's College London,https://www.kcl.ac.uk/people/peter-mcburney,mInKMwYAAAAJ,10154.0,49.0
Petr Slovák,King's College London,https://www.kcl.ac.uk/people/petr-slovak,E7fLCOMAAAAJ,938.0,16.0
Alfie Abdul-Rahman,King's College London,https://www.kcl.ac.uk/people/alfie-abdul-rahman,odURYTkAAAAJ,515.0,10.0
Natalia Criado,King's College London,https://www.kcl.ac.uk/people/natalia-criado,9TL1eM4AAAAJ,1077.0,19.0
Josh Murphy,King's College London,https://www.kcl.ac.uk/people/josh-murphy,ao4psAsAAAAJ,64.0,4.0
Kathleen Steinhöfel,King's College London,https://www.kcl.ac.uk/people/kathleen-steinhofel,,,
Michael Luck,King's College London,https://www.kcl.ac.uk/people/professor-michael-luck,mKVcy8sAAAAJ,13550.0,54.0
Luc Moreau,King's College London,https://www.kcl.ac.uk/people/luc-moreau,q6JskukAAAAJ,10935.0,51.0
Solon P. Pissis,King's College London,https://www.kcl.ac.uk/people/solon-pissis,,,
Luca Viganò,King's College London,https://www.kcl.ac.uk/people/luca-vigano,LFcIRfAAAAAJ,5061.0,27.0
Enrico Malizia,King's College London,https://www.kcl.ac.uk/people/enrico-malizia,bWxAXwYAAAAJ,371.0,13.0
Frederik Mallmann-Trenn,King's College London,https://www.kcl.ac.uk/people/frederik-mallman-trenn,b0VTWqMAAAAJ,570.0,12.0
Maribel Fernández,King's College London,https://www.kcl.ac.uk/people/maribel-fernandez,dfag-lkAAAAJ,2187.0,25.0
Costas S. Iliopoulos,King's College London,https://www.kcl.ac.uk/people/costas-iliopoulos,,,
Daniele Magazzini,King's College London,https://www.kcl.ac.uk/people/daniele-magazzeni,IWXDluMAAAAJ,2463.0,25.0
Dimitrios Letsios,King's College London,https://www.kcl.ac.uk/people/dimitrios-letsios,2vpL9fUAAAAJ,407.0,13.0
Simon Miles,King's College London,https://www.kcl.ac.uk/people/simon-miles,dLsbI7AAAAAJ,6671.0,39.0
Sanjay Modgil,King's College London,https://www.kcl.ac.uk/people/sanjay-modgil,JSARf0MAAAAJ,4501.0,30.0
Jose M. Such,King's College London,https://www.kcl.ac.uk/people/jose-such,xNr_IMUAAAAJ,2019.0,27.0
Elizabeth Black,King's College London,https://www.kcl.ac.uk/people/elizabeth-black,bS_k3fUAAAAJ,991.0,16.0
Steve Phelps,King's College London,https://www.kcl.ac.uk/people/steve-phelps,lKgfiRYAAAAJ,1847.0,20.0
Sophia Tsoka,King's College London,https://www.kcl.ac.uk/people/sophia-tsoka,LUU0EFgAAAAJ,5424.0,34.0
Derek Long,King's College London,https://www.kcl.ac.uk/people/derek-long,lsk6TF4AAAAJ,10247.0,45.0
Rita Borgo,King's College London,https://www.kcl.ac.uk/people/rita-borgo,OtAll0cAAAAJ,1280.0,18.0
Colin Cooper,King's College London,https://www.kcl.ac.uk/people/colin-cooper,RMHT4oAAAAAJ,80757.0,119.0
Miaojing Shi,King's College London,https://www.kcl.ac.uk/people/miaojing-shi,aj2XHWoAAAAJ,1087.0,14.0
Elena Paslaru Bontas,King's College London,https://www.kcl.ac.uk/people/elena-simperl,xB7s3wgAAAAJ,5756.0,39.0
Tasmina Islam,King's College London,https://www.kcl.ac.uk/people/tasmina-islam,,,
Christopher Hampson,King's College London,https://www.kcl.ac.uk/people/christopher-hampson,7tPU6cQAAAAJ,69.0,5.0
Christian Urban,King's College London,https://www.kcl.ac.uk/people/christian-urban,7kaRg68AAAAJ,2627.0,25.0
Tomasz Radzik,King's College London,https://www.kcl.ac.uk/people/tomasz-radzik,7yAUDgoAAAAJ,4442.0,34.0
Hana Chockler,King's College London,https://www.kcl.ac.uk/informatics/about/people?role=Academics,ilfbuooAAAAJ,1834.0,21.0
Vasa Curcin,King's College London,https://www.kcl.ac.uk/people/vasa-curcin,X9VrDxkAAAAJ,3514.0,30.0
Sahar Al-Sudani,King's College London,https://www.kcl.ac.uk/people/sahar-al-sudani,6Y4cGQsAAAAJ,39.0,2.0
Fabio Pierazzi,King's College London,https://www.kcl.ac.uk/people/fabio-pierazzi,rAGRBOAAAAAJ,875.0,14.0
Joon-Kyung Seong,Korea University,http://brein.korea.ac.kr/lab,Q1owmj0AAAAJ,2308.0,28.0
