Name,affiliation,homepage,scholar-id,citations,h-index
Hongxu Jiang,Beihang University,http://scse.buaa.edu.cn/info/1022/3017.htm,,,
Richong Zhang,Beihang University,http://act.buaa.edu.cn/zhangrc,bjFPXksAAAAJ,1608.0,22.0
Yunhong Wang,Beihang University,http://irip.buaa.edu.cn/yhwang,0ez7lA0AAAAJ,21423.0,66.0
Wenzhong Tang,Beihang University,http://graduate.buaa.edu.cn/TutorInfo.jsp?id=15386,,,
Di Huang,Beihang University,http://irip.buaa.edu.cn/dihuang,rTQ9XoQAAAAJ,5929.0,35.0
Si Liu,Beihang University,http://www.colalab.org/people,,,
Zhang Xiong,Beihang University,http://scse.buaa.edu.cn/info/1078/2637.htm,,,
Shilong Ma,Beihang University,http://scse.buaa.edu.cn/info/1078/2644.htm,,,
Jinpeng Huai,Beihang University,http://act.buaa.edu.cn/huaijp,,,
Yongxin Tong,Beihang University,http://sites.nlsde.buaa.edu.cn/~yxtong,aeCHfDIAAAAJ,5821.0,32.0
Xianglong Liu,Beihang University,http://www.nlsde.buaa.edu.cn/~xlliu,8VY7ZDcAAAAJ,5212.0,39.0
Wei Wu,Beihang University,http://scse.buaa.edu.cn/info/1078/2642.htm,,,
Hailong Sun,Beihang University,http://act.buaa.edu.cn/hsun,HWOWCdcAAAAJ,2879.0,26.0
Jia Li,Beihang University,http://arts.buaa.edu.cn/staff/jiali/index.htm,BfWMlE4AAAAJ,5190.0,29.0
Xudong Liu,Beihang University,http://scse.buaa.edu.cn/info/1078/2646.htm,,,
Dianfu Ma,Beihang University,http://scse.buaa.edu.cn/info/1078/2638.htm,,,
Kai Hu,Beihang University,http://scse.buaa.edu.cn/info/1020/2961.htm,,,
Jianxin Li,Beihang University,http://act.buaa.edu.cn/lijx,EY2lqD0AAAAJ,3975.0,32.0
Chunming Hu,Beihang University,http://scse.buaa.edu.cn/info/1020/2988.htm,,,
Biao Leng,Beihang University,http://scse.buaa.edu.cn/info/1024/2975.htm,zQqJW3gAAAAJ,1354.0,20.0
Jianwei Niu,Beihang University,http://scse.buaa.edu.cn/info/1078/2664.htm,,,
Yuebin Bai,Beihang University,http://scse.buaa.edu.cn/info/1078/2662.htm,,,
Qinping Zhao,Beihang University,http://scse.buaa.edu.cn/info/1084/2894.htm,,,
Yongfei Zhang,Beihang University,http://scse.buaa.edu.cn/info/1038/3014.htm,5nKXtoUAAAAJ,713.0,14.0
Chunhe Xia,Beihang University,http://scse.buaa.edu.cn/info/1078/2651.htm,,,
Wei Li,Beihang University,http://sites.nlsde.buaa.edu.cn/~liwei,,,
Limin Xiao,Beihang University,http://scse.buaa.edu.cn/info/1078/2653.htm,,,
