Name,affiliation,homepage,scholar-id,citations,h-index
Chen Ma,City University of Hong Kong,https://allenjack.github.io,sSy7nvsAAAAJ,508.0,10.0
Chun Jason Xue,City University of Hong Kong,https://www.cs.cityu.edu.hk/~jasonxue,bVQNPywAAAAJ,5172.0,36.0
Minming Li,City University of Hong Kong,https://www.cs.cityu.edu.hk/~minmli,7XT5sH4AAAAJ,3140.0,30.0
Cong Wang,City University of Hong Kong,https://www.cs.cityu.edu.hk/~congwang,wRa_lOEAAAAJ,24798.0,44.0
Hau-San Wong,City University of Hong Kong,https://www.cs.cityu.edu.hk/~hswong,i9Dh1OkAAAAJ,4704.0,40.0
Qingfu Zhang,City University of Hong Kong,https://www.cs.cityu.edu.hk/~qzhan7/index.html,nhL9PHwAAAAJ,29300.0,68.0
Qingchuan,City University of Hong Kong,https://bruceqczhao.github.io,XOtjYGIAAAAJ,505.0,10.0
Zhicong Lu,City University of Hong Kong,https://www.cs.cityu.edu.hk/~zhiconlu,xCxyGuwAAAAJ,437.0,9.0
Man Hon Cheung,City University of Hong Kong,https://www.cs.cityu.edu.hk/~mhcheung,7QUOWlwAAAAJ,1314.0,22.0
Chi-Yin Chow,City University of Hong Kong,https://www.cs.cityu.edu.hk/~chiychow,ZJwVd8wAAAAJ,7664.0,39.0
Junhui Hou,City University of Hong Kong,https://sites.google.com/site/junhuihoushomepage/home,j6eefhwAAAAJ,3696.0,30.0
Xiaohua Jia,City University of Hong Kong,https://www.cs.cityu.edu.hk/~jia,L5iEhq0AAAAJ,15633.0,63.0
Jing Liao,City University of Hong Kong,https://liaojing.github.io/html/index.html,3s9f9VIAAAAJ,2936.0,23.0
Jun Wang,City University of Hong Kong,https://www.cs.cityu.edu.hk/~jwang358,TBcb-1kAAAAJ,25570.0,93.0
Lusheng Wang,City University of Hong Kong,https://www.cs.cityu.edu.hk/~lwang,rb0Rzp8AAAAJ,8222.0,41.0
Shiqi Wang,City University of Hong Kong,https://www.cs.cityu.edu.hk/~shiqwang,Pr7s2VUAAAAJ,7223.0,41.0
Antoni B. Chan,City University of Hong Kong,https://www.cs.cityu.edu.hk/~abchan,j4vFSn8AAAAJ,10094.0,48.0
Weitao Xu,City University of Hong Kong,https://www.weitaoxu.com,-RbADtgAAAAJ,1060.0,19.0
Nan Guan,City University of Hong Kong,https://www.cs.cityu.edu.hk/~nanguan,3C7SPAgAAAAJ,3689.0,32.0
Jianping Wang,City University of Hong Kong,https://www.cs.cityu.edu.hk/~jianwang,bow_liAAAAAJ,6453.0,41.0
Sam Kwong,City University of Hong Kong,https://www.cs.cityu.edu.hk/~cssamk,_PVI6EAAAAAJ,23294.0,68.0
Ka-Chun Wong,City University of Hong Kong,http://www.cs.utoronto.ca/~wkc,nZH_Ws8AAAAJ,2331.0,26.0
Rynson W. H. Lau,City University of Hong Kong,https://www.cs.cityu.edu.hk/~rynson,KilQqKYAAAAJ,8016.0,45.0
Yuen-Tak Yu,City University of Hong Kong,https://www.cs.cityu.edu.hk/~ytyu,,,
Lam For Kwok,City University of Hong Kong,https://www.cs.cityu.edu.hk/~lfkwok,,,
Zhimeng Yin,City University of Hong Kong,https://zhimengyin.github.io/positions,T89V0RAAAAAJ,646.0,13.0
Ying Wei,City University of Hong Kong,https://wei-ying.net,5UpFdKsAAAAJ,1468.0,18.0
Weifa Liang,City University of Hong Kong,https://www.cs.cityu.edu.hk/~weliang,X1aZEfwAAAAJ,7000.0,44.0
Zhenjiang Li,City University of Hong Kong,https://www.cs.cityu.edu.hk/~zhenjili,Q9AV25UAAAAJ,2766.0,25.0
Yu F. Mong,City University of Hong Kong,https://www.cs.cityu.edu.hk/profile/csymong.html,,,
Kening Zhu,City University of Hong Kong,https://zhukening.wixsite.com/aboutme,VbajcAMAAAAJ,546.0,14.0
Victor C. S. Lee,City University of Hong Kong,https://www.cs.cityu.edu.hk/~vlee,,,
Chung Chan,City University of Hong Kong,http://www.cs.cityu.edu.hk/~ccha23,,,
Chee Wei Tan,City University of Hong Kong,https://www.cs.cityu.edu.hk/~cheewtan,G2CBtcAAAAAJ,4944.0,34.0
Wing Ho Leung,City University of Hong Kong,https://www.cs.cityu.edu.hk/~howard/brief-bio.html,EPaaCOgAAAAJ,2991.0,29.0
Kede Ma,City University of Hong Kong,https://kedema.org,sfzOyFoAAAAJ,4975.0,32.0
Shuai Cheng Li,City University of Hong Kong,https://www.cs.cityu.edu.hk/~shuaicli,HycDtOMAAAAJ,3512.0,25.0
Jacky Keung,City University of Hong Kong,http://www.cs.cityu.edu.hk/profile/jacky.keung.html,UpuYcQoAAAAJ,4720.0,33.0
Linqi Song,City University of Hong Kong,https://sites.google.com/site/aisquaredlab,UcGN3MoAAAAJ,773.0,15.0
Gerhard P. Hancke,City University of Hong Kong,http://www.cityu.edu.hk/stfprofile/gphancke.htm,C2iR3xUAAAAJ,9944.0,50.0
W. K. Chan,City University of Hong Kong,https://www.cs.cityu.edu.hk/~wkchan,-GAmIvsAAAAJ,5477.0,40.0
Tei-Wei Kuo,City University of Hong Kong,http://www.cityu.edu.hk/stfprofile/teiwei.kuo.htm,gBuHlIQAAAAJ,9917.0,47.0
Horace H. S. Ip,City University of Hong Kong,https://www.cs.cityu.edu.hk/profile/cship.html,RkGFFUkAAAAJ,6153.0,37.0
Kam-yiu Lam,City University of Hong Kong,https://www.cs.cityu.edu.hk/profile/cskylam.html,s3zqPMYAAAAJ,2725.0,28.0
Esther Mondragón,City University of London,https://www.city.ac.uk/people/academics/esther-mondragon,y6yXLDcAAAAJ,720.0,11.0
A. C. W. Finkelstein,City University of London,https://finkelstein.uk,n8xuCVkAAAAJ,16019.0,62.0
Ernesto Jiménez-Ruiz,City University of London,https://www.city.ac.uk/people/academics/ernesto-jimenez-ruiz,07ioke0AAAAJ,5300.0,40.0
Jason Dykes,City University of London,https://www.city.ac.uk/people/academics/jason-dykes,oLOjCQoAAAAJ,6381.0,42.0
Eduardo Alonso,City University of London,https://www.city.ac.uk/people/academics/eduardo-alonso#profile=publications,b48-mXoAAAAJ,2698.0,21.0
Gennady L. Andrienko,City University of London,https://www.city.ac.uk/people/academics/gennady-andrienko,R370BREAAAAJ,18614.0,63.0
Ernesto Priego,City University of London,https://www.city.ac.uk/people/academics/ernesto-priego,GrftN9AAAAAJ,513.0,11.0
Giacomo Tarroni,City University of London,https://www.city.ac.uk/people/academics/giacomo-tarroni,6nlDNyoAAAAJ,1621.0,17.0
Radu Jianu,City University of London,https://www.city.ac.uk/people/academics/radu-jianu,z1YqlisAAAAJ,6027.0,19.0
