Name,affiliation,homepage,scholar-id,citations,h-index
Jarik Nesetril,Charles University,https://iuuk.mff.cuni.cz/~nesetril/en,YPineKcAAAAJ,12566.0,51.0
Ondrej Pangrác,Charles University,https://iuuk.mff.cuni.cz/~pangrac,D7ekBKkAAAAJ,277.0,9.0
Peter Tuma,Charles University,https://d3s.mff.cuni.cz/people/petrtuma,pU3sWO8AAAAJ,1889.0,25.0
Martin Tancer,Charles University,https://kam.mff.cuni.cz/~tancer,YkP30T8AAAAJ,649.0,13.0
Milan Hladík,Charles University,https://kam.mff.cuni.cz/~hladik,R8qtxcAAAAAJ,2028.0,23.0
Zdenek Dvorák,Charles University,https://iuuk.mff.cuni.cz/~rakdver,G9K2uFYAAAAJ,2319.0,22.0
Jan Kratochvíl,Charles University,https://kam.mff.cuni.cz/~honza,AUbareUAAAAJ,5879.0,43.0
Pavel Parízek,Charles University,https://d3s.mff.cuni.cz/people/pavelparizek,M_9_-WsAAAAJ,437.0,11.0
Martin Koutecký,Charles University,http://research.koutecky.name,Ce5TEMcAAAAJ,519.0,11.0
Andreas Emil Feldmann,Charles University,https://sites.google.com/site/aefeldmann,Bpw0hqAAAAAJ,502.0,13.0
Petr Kolman,Charles University,https://kam.mff.cuni.cz/~kolman,1VKn7O0AAAAJ,863.0,16.0
Jirí Fiala,Charles University,https://kam.mff.cuni.cz/~fiala,UD7oqQoAAAAJ,1639.0,22.0
Jan Kofron,Charles University,https://d3s.mff.cuni.cz/people/jankofron,Q551wNIAAAAJ,602.0,13.0
Michal Koucký,Charles University,https://iuuk.mff.cuni.cz/~koucky,sPoWqRIAAAAJ,1709.0,22.0
Jan Kyncl,Charles University,https://kam.mff.cuni.cz/~kyncl,08jlpUUAAAAJ,657.0,16.0
Robert Sámal,Charles University,https://iuuk.mff.cuni.cz/~samal,kSEwBlUAAAAJ,490.0,11.0
Pavel Hubácek,Charles University,https://iuuk.mff.cuni.cz/~hubacek,1kM7gtQAAAAJ,415.0,11.0
